usa_jagaha	vahAz/usa_jagaha
kevala	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
KUba	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara
Asafga	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
XadAXada	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/XadAXada
ikawAra	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
xinoMxina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
waxoparAnwa	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara/wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
viSeRakara	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
ikabAragI	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
petakEyAz	pata/patta/petakEyAz
bAhara	bAhara/bAhara/bAhara
karIne_se	warIke_se/warIke_se/warawIba_se/karIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/karInAvAra/karInAvAra
anxara	anxara/anxara/BIwara/anxara/anxara/BIwara
kisa_vAswe	kyoM/kisalie/kisa_vAswe
asala_meM	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
TusATusa	TasATasa/TuzsATuzsa/KacAKaca/TusATusa
bevakwa	kusamaya/galawa_vakwa_para/asamaya/bevakwa/galawa_vakwa_para/bevakwa/bemOke/asamaya/bevakwa/bevakwa/galawa_samaya_para/galawa_samaya_para/bemOke
aprayawnawaH	anAyAsa/binA_pariSrama/aprayawnawaH/prayawnahInawaH/ayAsa
AhiswA_se	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
aharaha	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
cuswI_se	sPUrwipUrvaka/cuswI_se/PurwI_se/muswExI_se
SAyaxa	samBavawaH/SAyaxa/syaw
sasamaya	samayAnusAra/yaWAsamaya/sasamaya
avilamba	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
SeKI_mArawe_hue	SeKI_mArawe_hue/dIMga_mArawe_hue
nIce	nIce/aXaH/nimnawaH/aXo_xiSA_meM/wale/nIce
anukRaNa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
mAwra	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
bAxa_meM	bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
waba_BI	Pira_BI/waWApi/waba_BI
pUrI_waraha_se	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
AiMxA	aba/Age/AiMxA/AiMxA/AyanxA/AyanxA
nITi	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
kahIM_Ora	anyawra/kahIM_Ora/anawa
sAkRAw	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
aXikAMSawayA	aXikawaH/aXikAMSawaH/prAyaH/aXikAMSawayA/prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
cAra_gunA	cOgunA/cAra_gunA/cAragunA/cawurguNa
sAvaXAnI_se	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/samBAlakara
pahale	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM/AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM/pahale
viXAnawaH	kAnUnana/kAnUnana/viXAnawaH
AxyopAnwa	AxyopAnwa/AxyopAnwa/AxyAnwa/AxyAnwa
kahe_muwAbika	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbika/kahe_anusAra
yakInana	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
jyAxAwara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
KuSI_KuSI	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
xUrI_para	xUra/xUrI_para/alaga/pare
isa_varRa	aso/asoM/AsO/isa_varRa/isa_sAla
xugunA	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
aviSrAnwa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
xinaxina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
awyaXika	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
muAPika	anusAra/mAPika/muwAbika/anukUla/muAPika/muAPika/muwAbika/aprawIRa
namrawApUrvaka	namrawApUrvaka/vinayapUrvaka
animeRa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
xara-xara	xara-xara/xara-baxara/xvAra-xvAra
jisa_prakAra_se	jEsA/jEse/jisa_prakAra/jisa_prakAra_se
wada_se	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU/Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU/wada_se/wadAka_se
aFcakEM	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
AramBawaH	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
Kuxa-ba-Kuxa	svawaH/apaneApa/Kuxa-ba-Kuxa/KuxabaKuxa/Kuxa-ba-Kuxa/KuxabaKuxa
jisa_prakAra	jEsA/jEse/jisa_prakAra/jisa_prakAra_se
samAnwara	samAnwara/samAnAnwara/samAnwara/samAnAnwara
isa_bIca	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
savirAmawaH	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
aviraWA	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
bagEra	binA/bagEra/bagEra
SiRtAcArapUrvaka	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIke_se
maraNoparAnwa	maraNoparAnwa/maraNoparAnwa
sare_Ama	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
iwanA	iwanA/iwA/iweka/iwe
anxAjana	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
yakAyaka	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
gupacupa_rUpa_se	gupwawaH/gupacupa_rUpa_se/corI_Cipe
berahamI_se	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadAI_se
xina-prawixina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
isI_kRaNa	aBI-aBI/aBI_aBI/aBI_hI/isI_vakwa/isI_kRaNa
niranwara	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
wiwara-biwara	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
Agara	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
akasmAwa	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
salIke_se	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIke_se
pahale_se	pahale_se/pUrvawaH/pahale_se_hI
nAKuSI_se	aprasannawApUrvaka/nArAjagIpUrvaka/nAKuSI_se/nArAjagIpUrvaka/nAKuSI_se
prAramBa_meM	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
AnanaPAnana_meM	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
bArIkI_se	bArIkI_se/bArIkI_se/sUkRmawaH
isa_prakAra	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
eka_xUsare_se	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
subaha-subaha	sabere/savere/subaha/wadake/subaha-subaha/subaha_savere
niRkAraNa	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa
waxuparAnwa	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
Ese_hI	akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH/vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
KullamaKullA	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
XIre_XIre	XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
kAraNahInawaH	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa/akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
pICe-pICe	pICe-pICe/anupaxa/kaxama-ba_kaxama
rimaJima	rimaJima/rimaJima-rimaJima/rima-Jima
majabUrana	majabUrana/vivaSawaH/anacAhe/majabUrana/vivaSa_hokara/cAranAcAra/anwawogawvA/barabasa
rAwa-xina	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Kata_se	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
bewahASA	anXAXunXa/bewahASA/anXAXunXa/anXaXunXa/anXaXunXa/utakkara
AramBa_meM	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
xina-rAwa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
AmaraNa	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka
sASru	sASru
CamaCama	CamaCama/Cama-Cama
kawwaI	kaxApi/haragija/kawaI/kawwaI
varIyawA_se	aXimAnawaH/varIyawA_se/acCA_ho_ki
AhiswA-AhiswA	XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
ananwara	bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa/lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
pUrI_waraha	pUrA/pUrI_waraha
howe_havAwe	anwawaH/anwawogawvA/anwa_meM/AKira/AKira/AKirakAra/AKirakAra/howe_havAwe
kAma_se	prayojanawaH/kAma_se/kAraNa_se/saprayojana
paraspara	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
kaBIkaBAra	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
bahuwa_bAra	kaI_bAra/bahuwa_bAra/anekaSaH
masalana	uxAharaNArWa/uxAharaNawaH/uxAharaNa_svarUpa/masalana
xina-baxina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
asAvaXAnI_se	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
isa_xaramyAna	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
XIre	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
xarasAla	harasAla/prawivarRa/xarasAla/anuvawsara
AhiswA	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
jyAxA	Upara/aXika/jyAxA/jyAxA/bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara
aniSa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
kiswavAra	kiswavAra/kiswavAra/kiswa_xara_kiswa/kiswoM_meM
Ahiswe	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
awyaXika_prayawnapUrvaka	awyaXika_prayawnapUrvaka/mara-marakara
KuxabaKuxa	svawaH/apaneApa/Kuxa-ba-Kuxa/KuxabaKuxa/Kuxa-ba-Kuxa/KuxabaKuxa
nawIjawana	PalasvarUpa/pariNAma_svarUpa/pariNAmasvarUpa/pariNAmawaH/PalawaH/nawIjawana
narasoM	narasoM/awarasoM/warasoM/narasoM/awarasoM/warasoM
nipata	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa/akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
svecCayA	svecCApUrvaka/icCA_se/KuSI_KuSI/KuSI_se/svecCayA/svecCawaH
anXaXunXa	anXAXunXa/bewahASA/anXAXunXa/anXaXunXa/anXaXunXa/utakkara
iwanA_hI	iwanA_hI/iwimAwra
kqwrima_rUpa_se	kqwrima_rUpa_se/kqwrimawA_se
xasa_gunA	xasagunA/xaSagunA/xasa_gunA/xaSa_gunA
animiRa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
akAraNa	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa/akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
edI	IsA_paScAw/I_pa/edI/IsA_paScAw
aBI_hI	aBI-aBI/aBI_aBI/aBI_hI/isI_vakwa/isI_kRaNa
eka_ora	eka_ora/eka_waraPa/eka_waraPa/xarakinAra/xUra/alaga/eka_waraPa/eka_ora/alahaxA
avvalana	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala
yahAz_para	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe
kuviXipUrvaka	viXihInawaH/kuviXipUrvaka/bewarIke
xUnA	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
AwafkapUrvaka	AwafkapUrvaka/sAwafka
beSaka	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
jAnabUJakara	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
sAXAraNawaH	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
balapUrvaka	balapUrvaka/barabasa/jabaraxaswI/jabaraxaswI/jabarana/jabarana/barajorI
warawIbavAra	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
BarapUra	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
xaraparaxA	cupake_se/cupake-cupake/xaraparaxA
jalxa_se_jalxa	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
Pira_se	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
vilambapUrvaka	vilambawaH/aSIGrawaH/xerI_se/vilambapUrvaka/xera_meM
AxeSapUrvaka	AjFApUrvaka/AxeSapUrvaka/sAxeSa/AxeSa_se
xara-baxara	xara-xara/xara-baxara/xvAra-xvAra
binamAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
weja	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
kahe_anusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbika/kahe_anusAra
kqpApUrvaka	xayApUrvaka/kqpA_kara_ke/kqpApUrvaka/xayA_se/barAe_meharabAnI/kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
pUrva	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
karIne_se	warIke_se/warIke_se/warawIba_se/karIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/karInAvAra/karInAvAra
sAWa-sAWa	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
kAraNawaH	kAraNavaSa/kAraNawaH
isa_sAla	aso/asoM/AsO/isa_varRa/isa_sAla
bagamela	bagamela/baga-mela
sahiwa	sahiwa/samewa
WodA-WodA	alpawaH/WodA-WodA/WodA_WodA/alpaSaH
